id,p11,p13,p16,p18,p20,p22,p23,p24,p27,p28,p33,p35,p39,p43,p46,p50,p52,p56,p58,p60,p65,p68,p73,p77,income,p82,p85
调查户2588,71,2,0,1,1,0,10.16949153,0,0.677966102,89.15254237,0,0,0,0,0,1,0,2000,1500,240,120,2,1,0,5900,16008.34589,7695.290003
调查户2589,66,1,0,1,1,0,19.26434291,0,0,80.73565709,0,1,0,0,4,0,0,2000,1400,541,180,2,1,0,16611,16008.34589,7695.290003
调查户2590,66,2,0,1,1,15.8999364,3.17998728,0,0,80.92007632,0,1,1,0,0,0,0,400,0,20696,120,2,1,0,18868,16008.34589,7695.290003
调查户2591,45,2,0,0,1,3.680104305,1.261750047,0,0.36801043,94.69013522,1,1,1,300,0,1,0,11000,11000,63816,200,2,1,1,47553,16008.34589,7695.290003
调查户2592,56,4,0,0,1,0,27.10125245,0,0,72.89874755,0,0,1,0,8,0,0,4500,4500,1355,180,2,1,0,8283.75,16008.34589,7695.290003
调查户2593,72,2,1,1,0,18.38820326,0.848686304,0,0,80.76311044,1,1,1,750,0,0,0,0,0,90525,90,2,5,0,70697.5,16008.34589,7695.290003
调查户2594,87,2,0,1,1,0,3.266194883,0,0,96.73380512,0,0,0,180,0,0,0,0,0,26000,70,2,1,0,18370,16008.34589,7695.290003
调查户2595,71,2,0,1,1,33.65691207,2.479982994,0,0,63.86310494,1,0,1,200,0,0,0,4670,1954,13112,260,2,1,0,28226,16008.34589,7695.290003
调查户2596,54,2,0,0,0,46.59253277,1.863701311,0,0,51.54376592,1,0,0,300,0,0,0,0,0,28368,300,2,5,0,32194,16008.34589,7695.290003
调查户2597,47,3,1,0,1,25.54931017,2.299437915,0,0.383239653,71.76801226,1,1,0,300,0,1,0,0,0,50660,120,3,1,0,26093.33333,16008.34589,7695.290003
调查户2598,46,1,0,0,0,77.1505722,1.28584287,0,0.171445716,21.39213921,1,1,0,50,0,1,0,0,0,552,120,2,5,0,46662,16008.34589,7695.290003
调查户2599,62,3,1,1,1,42.39308993,22.78628584,0,1.059827248,33.76079699,1,0,1,400,0,1,0,0,0,2435,111,2,1,0,6290.333333,16008.34589,7695.290003
调查户2600,69,2,0,1,0,36.88335639,2.213001383,0,2.950668511,57.95297372,1,0,1,150,0,0,0,1000,0,26825,140,2,5,0,27112.5,16008.34589,7695.290003
调查户2601,52,3,0,0,0,58.2605077,38.35205993,0,-1.914273824,5.301706201,1,0,0,0,13,0,1,100,0,3050,330,2,4,0,40050,16008.34589,7695.290003
调查户2602,84,1,0,1,0,0,10.90909091,0,0.909090909,88.18181818,0,0,1,80,0,1,0,200,0,50,16,2,3,0,5500,16008.34589,7695.290003
调查户2603,75,2,0,1,0,0,11.98322349,11.98322349,0.998601957,75.03495107,0,0,1,180,0,1,0,1200,0,74,160,4,3,0,5007,16008.34589,7695.290003
调查户2604,65,2,0,1,1,5.651491366,5.808477237,0,0.313971743,88.22605965,1,0,1,300,0,1,0,5115,2077,20580,60,2,1,0,15925,16008.34589,7695.290003
调查户2605,44,4,1,0,0,96.73518742,5.804111245,0,0.483675937,-3.022974607,1,0,0,600,0,1,0,200,0,730,274,2,5,0,10337.5,16008.34589,7695.290003
调查户2606,54,2,0,0,0,11.26189538,3.378568613,0,0,85.35953601,1,0,0,300,0,0,0,6600,2000,28498,200,2,4,0,17759,16008.34589,7695.290003
调查户2607,47,2,0,1,0,0,53.87334441,0,0,46.12665559,0,1,0,180,0,0,0,0,0,40620,160,2,5,0,93924,16008.34589,7695.290003
调查户2608,61,2,0,1,1,0,5.082592122,84.7098687,0.338839475,9.868699704,0,0,1,300,0,1,0,9766,1766,80,360,2,1,0,11805,16008.34589,7695.290003
调查户2609,66,1,0,1,1,0,4.6875,9.375,15.625,70.3125,0,0,1,0,0,0,0,100,0,2400,770,2,1,0,12800,16008.34589,7695.290003
调查户2610,47,4,1,0,0,81.21277748,8.121277748,0,1.353546291,9.312398484,1,1,0,900,0,1,0,0,0,202,120,2,5,0,7388,16008.34589,7695.290003
调查户2611,80,6,1,1,1,16.90664713,3.381329426,75.14065391,0,4.571369532,1,0,0,900,0,0,0,7212,2122,11137,216,2,1,0,17744.5,16008.34589,7695.290003
调查户2612,51,5,0,0,1,24.69745616,7.409236849,59.27389479,0.493949123,8.125463077,1,1,1,500,0,1,0,7000,1386,950,106,2,1,0,8098,16008.34589,7695.290003
调查户2613,63,3,1,1,1,0,1.510751515,0.090645091,0,98.39860339,0,1,1,450,0,0,0,0,0,72508,200,3,1,0,39715.33333,16008.34589,7695.290003
调查户2614,83,2,0,1,1,0,10.05025126,0,0,89.94974874,0,0,0,180,0,0,0,4700,3300,4800,75,2,1,0,5970,16008.34589,7695.290003
调查户2615,50,2,0,0,1,13.33991436,1.600789723,10.67193149,0,74.38736443,1,0,1,300,0,0,0,115385,63132,3600,317,3,1,0,37481.5,16008.34589,7695.290003
调查户2616,56,2,0,0,0,84.83563097,6.362672322,0,0,8.801696713,0,1,0,350,0,0,0,100,0,0,450,2,5,0,9430,16008.34589,7695.290003
调查户2617,77,2,0,1,1,58.75900971,4.700720777,0,0.783453463,35.75681605,1,0,1,300,0,1,0,200,0,768,90,1,1,0,12764,16008.34589,7695.290003
调查户2618,64,2,0,1,0,0,66.50446067,0,0,33.49553933,0,0,0,300,0,0,0,0,0,1390,90,2,3,0,6165,16008.34589,7695.290003
调查户2619,27,1,0,0,0,0,0.644468314,0,0,99.35553169,0,1,0,180,0,0,0,200,0,0,46.6,3,5,0,93100,16008.34589,7695.290003
调查户2620,64,2,0,1,0,0,12.37113402,0,0,87.62886598,0,0,0,0,0,0,0,3037,3037,5400,85,1,3,0,4850,16008.34589,7695.290003
调查户2621,56,2,0,0,0,48.47309743,2.908385846,0,0.242365487,48.37615124,1,1,0,300,0,1,0,0,0,230,112,1,5,0,20630,16008.34589,7695.290003
调查户2622,54,2,0,0,1,41.25766214,1.285953106,0,0,57.45638476,1,1,0,300,0,0,0,5000,0,30386,232,2,1,0,46658,16008.34589,7695.290003
调查户2623,48,2,0,0,0,0,61.43750551,0,-1.54144279,40.10393729,0,1,0,0,20,0,1,2421,1863,1782,220,3,5,0,22706,16008.34589,7695.290003
调查户2624,68,2,0,1,1,0,26.71266198,0,0,73.28733802,0,1,1,0,7,0,1,2000,0,6591,200,3,1,0,11305.5,16008.34589,7695.290003
调查户2625,39,4,1,0,1,0,5.909001379,91.09710459,0,2.993894032,0,0,0,500,0,1,0,7292,4978,2776,119,3,1,0,10154,16008.34589,7695.290003
调查户2626,50,2,0,0,0,23.38712372,54.25812703,0,0,22.35474926,1,0,0,0,9,0,1,1663,1663,7071,450,3,5,0,14965.5,16008.34589,7695.290003
调查户2627,68,2,0,1,1,38.94207367,25.42052031,0,2.163448537,33.47395749,1,0,1,400,0,1,0,5836,5503,1409,351,3,1,0,9244.5,16008.34589,7695.290003
调查户2628,37,4,1,0,0,25.47307132,8.733624454,72.78020378,1.091703057,-8.07860262,1,0,0,300,0,1,0,1088,787,260,159,2,5,0,6870,16008.34589,7695.290003
调查户2629,51,2,0,0,1,29.78628342,22.6375754,0,0,47.57614119,1,1,0,0,15,0,1,10000,0,1415,240,3,1,0,33572.5,16008.34589,7695.290003
调查户2630,58,2,0,0,1,88.01009182,3.520403673,0,0,8.469504503,1,0,0,400,0,1,0,2300,0,3227,190,3,1,0,17043.5,16008.34589,7695.290003
调查户2631,57,1,0,0,1,32.77906907,1.191966148,0,0.397322049,65.63164273,1,1,1,50,0,1,0,11000,5000,1967,170,3,1,0,50337,16008.34589,7695.290003
调查户2632,40,3,0,1,1,86.58008658,9.235209235,0,0,4.184704185,1,0,0,0,2,0,0,6000,0,800,170,3,1,0,11550,16008.34589,7695.290003
调查户2633,40,2,1,0,0,0,4.668897362,0,0,95.33110264,0,1,0,300,0,1,0,0,0,982,170,3,4,0,12851,16008.34589,7695.290003
调查户2634,64,2,0,1,0,23.31455217,6.333786672,0,0,70.35166116,1,1,0,0,2,0,0,0,0,600,150,2,3,0,25735,16008.34589,7695.290003
调查户2635,52,1,0,0,0,0,1.179523473,0,0,98.82047653,0,1,0,150,0,1,0,0,0,838,149,2,5,0,50868,16008.34589,7695.290003
调查户2636,84,2,0,1,0,0,28.11565304,0,1.49551346,70.3888335,0,0,1,0,3,1,0,0,0,1050,100,2,3,0,5015,16008.34589,7695.290003
调查户2637,54,3,0,0,0,20.32726903,1.829454213,76.22725887,0.304909035,1.311108853,0,1,0,0,0,1,0,200,0,1500,140,1,5,0,32796.66667,16008.34589,7695.290003
调查户2638,65,1,0,1,0,0,13.91601563,0,0,86.08398438,0,1,0,0,3,0,0,1100,0,2400,140,2,3,0,20480,16008.34589,7695.290003
调查户2639,38,6,1,1,0,0,20.46537707,0,0,79.53462293,0,1,0,0,8,0,0,1600,0,740,270,2,5,0,5945,16008.34589,7695.290003
调查户2640,58,2,0,0,1,0,43.90588235,0,0,56.09411765,0,0,0,0,9,0,0,1100,0,12000,240,2,1,0,10625,16008.34589,7695.290003
调查户2641,63,3,0,1,1,0,30.38803179,0,0.005194535,69.60677367,0,0,1,0,4,0,0,7000,4900,3620,180,2,1,0,6417,16008.34589,7695.290003
调查户2642,67,2,0,1,0,0,30.4,0,0,69.6,0,0,1,0,4,0,0,750,0,2620,204,2,5,0,6250,16008.34589,7695.290003
调查户2643,76,2,0,1,0,0,56.87877711,0,0,43.12122289,0,0,0,0,0,1,0,500,0,459,70,1,3,0,4219.5,16008.34589,7695.290003
调查户2644,52,2,0,1,0,30.65979887,1.839587932,0,0,67.5006132,0,1,1,300,0,1,0,800,0,812,200,2,5,0,32616,16008.34589,7695.290003
调查户2645,35,2,1,0,0,0,1.139103526,48.9814516,0,49.87944488,0,1,0,300,0,0,0,900,0,1706,220,1,5,0,52673,16008.34589,7695.290003
调查户2646,51,4,1,0,0,0,53.83638047,0,-1.18440037,47.3480199,0,1,1,0,56,0,1,450,0,21644,200,1,5,0,23218.5,16008.34589,7695.290003
调查户2647,46,1,0,0,0,0,33.14372733,0,0,66.85627267,0,1,0,0,8,0,0,200,0,207,70,1,5,0,22327,16008.34589,7695.290003
调查户2648,67,1,0,1,0,0,9.430236003,0,0,90.569764,0,0,1,0,1,1,0,500,0,5062,60,1,3,0,10127,16008.34589,7695.290003
调查户2649,29,2,0,0,0,0,2.23588597,35.77417552,0,61.98993851,0,1,0,0,0,1,0,1500,700,540,0,,5,0,26835,16008.34589,7695.290003
调查户2650,56,1,0,0,0,0,13.04434878,50.05506057,0,36.90059065,0,1,0,0,9,0,0,4000,2000,1416,150,2,5,0,59934,16008.34589,7695.290003
调查户2651,51,1,0,0,1,0,10.48951049,0,0,89.51048951,0,0,0,0,0,1,0,0,0,3120,0,,2,0,5720,16008.34589,7695.290003
调查户2652,67,3,0,1,1,34.99501321,6.124127312,0,0,58.88085948,0,1,1,0,1.5,0,0,4000,0,411,120,2,1,0,19050.33333,16008.34589,7695.290003
调查户2653,43,3,1,0,0,94.66111321,5.679666793,0,0,-0.340780008,0,1,0,350,0,1,0,0,0,372,150,2,5,0,10564,16008.34589,7695.290003
调查户2654,32,2,0,0,0,0,5.978477481,0,0,94.02152252,0,1,0,250,0,1,0,2100,1200,0,180,2,5,0,12545,16008.34589,7695.290003
调查户2655,66,2,0,1,1,0,11.93122385,0,0,88.06877615,0,1,1,0,2.5,0,0,3050,2500,512,120,2,1,0,15296,16008.34589,7695.290003
调查户2656,43,4,0,1,1,0,4.933051445,0,0,95.06694856,0,1,1,800,0,0,0,900,800,2343,210,2,1,0,14190,16008.34589,7695.290003
调查户2657,67,3,0,1,0,46.16592032,10.13341951,0,0,43.70066017,1,0,1,0,1.5,1,0,600,0,1086,150,2,3,0,7220.333333,16008.34589,7695.290003
调查户2658,47,4,1,0,0,74.26110203,15.52552107,0,0,10.2133769,1,1,0,0,4.6,0,0,800,0,2376,240,2,5,0,10099.5,16008.34589,7695.290003
调查户2659,67,2,0,1,1,0,22.08690267,0,0,77.91309733,0,1,1,0,3,0,0,900,0,618,180,2,2,0,9689,16008.34589,7695.290003
调查户2660,43,4,1,1,0,0,4.1467966,0,0,95.8532034,0,1,0,150,0,1,0,500,0,16166,180,2,5,0,14469,16008.34589,7695.290003
调查户2661,44,1,0,1,1,0,7.819287576,0,0,92.18071242,0,1,1,250,0,1,0,200,0,260,180,2,1,0,11510,16008.34589,7695.290003
调查户2662,62,4,0,1,1,66.40381822,35.77505707,0,-1.079062046,-1.099813239,1,0,1,0,6,0,1,650,450,650,160,2,1,0,6023.75,16008.34589,7695.290003
调查户2663,50,3,1,0,0,70.73803348,9.431737798,0,0,19.83022872,1,1,0,0,3,0,0,0,0,490,180,2,5,0,14136.66667,16008.34589,7695.290003
调查户2664,66,4,1,1,0,2.576389962,13.7836863,0,0,83.63992374,1,1,0,0,5,0,1,200,0,1684,180,2,5,0,9703.5,16008.34589,7695.290003
调查户2665,54,4,0,1,1,14.39718967,56.00506781,0,0,29.59774252,1,0,0,0,10,0,1,200,0,3319,180,2,1,1,8682.25,16008.34589,7695.290003
调查户2666,48,1,1,0,0,0,1.512592331,0,0,98.48740767,0,1,0,0,0,1,0,200,0,547,180,2,5,0,39667,16008.34589,7695.290003
调查户2667,53,2,0,0,1,46.53110604,5.583732725,0,0,47.88516123,1,1,1,250,0,1,0,2000,1000,451,120,2,2,0,10745.5,16008.34589,7695.290003
调查户2668,54,2,1,0,0,0,5.269461078,0,0,94.73053892,0,1,0,350,0,1,0,1000,300,500,100,2,5,0,20875,16008.34589,7695.290003
调查户2669,72,1,0,1,0,6.072874494,16.19433198,0,0,77.73279352,1,0,1,0,0,1,0,600,0,0,40,1,3,0,4940,16008.34589,7695.290003
调查户2670,68,4,0,1,1,0,9.679572764,0,0,90.32042724,0,1,1,0,5,0,0,5000,2500,670,180,2,1,0,14980,16008.34589,7695.290003
调查户2671,57,2,0,0,1,8.655011252,59.14257689,0,-1.73100225,33.93341411,1,0,0,0,7,0,1,500,400,4961,180,1,1,0,8665.5,16008.34589,7695.290003
调查户2672,38,4,1,0,0,0,4.685303764,0,0,95.31469624,0,1,0,360,0,1,0,2620,910,374,260,2,5,1,12806,16008.34589,7695.290003
调查户2673,39,4,0,0,1,5.346776658,10.46440574,0,0,84.1888176,1,1,1,0,5,0,0,1200,0,4920,200,2,1,1,16365,16008.34589,7695.290003
调查户2674,50,1,0,0,1,2.788104089,1.115241636,0,0.92936803,95.16728625,1,1,1,30,0,1,0,43370,36250,0,170,2,1,0,53800,16008.34589,7695.290003
调查户2675,41,4,1,0,0,46.27844196,37.98688777,0,0.964134207,14.77053606,1,0,0,300,0,0,0,240,150,16000,400,2,5,0,25930,16008.34589,7695.290003
调查户2676,69,1,0,1,0,0,45.8741737,0,-2.963300661,57.08912697,0,0,0,0,5,0,1,500,500,4049,134,2,3,0,8774,16008.34589,7695.290003
调查户2677,47,3,1,0,0,1.412928294,4.238784882,0,0,94.34828682,1,1,0,300,0,1,0,0,0,545,270,2,5,1,14155,16008.34589,7695.290003
调查户2678,57,3,1,0,0,0,5.952788231,42.76428327,0,51.2829285,0,1,0,0,4,0,1,1500,700,8830,300,2,4,0,19486.66667,16008.34589,7695.290003
调查户2679,63,2,0,1,1,3.122788025,86.85514427,0,0,10.0220677,1,0,1,0,6,0,0,0,0,404,180,2,2,0,24017,16008.34589,7695.290003
调查户2680,69,1,0,1,0,0,2.449379491,0,0.612344873,96.93827564,0,1,0,350,0,1,0,0,0,636,50,4,3,1,24496,16008.34589,7695.290003
调查户2681,73,2,0,1,0,0,33.39517625,4.638218924,0,61.96660482,0,0,0,0,1.5,0,0,0,0,4300,70,4,3,0,5390,16008.34589,7695.290003
调查户2682,53,2,0,0,0,81.14687585,14.33594807,0,0,4.517176089,1,0,0,0,2,0,0,500,0,1175,160,2,5,0,9242.5,16008.34589,7695.290003
调查户2683,71,5,1,1,1,60.98800569,22.97214881,0,0,16.0398455,1,0,0,0,3,0,0,3000,0,2285,171,4,1,0,4919,16008.34589,7695.290003
调查户2684,58,1,0,0,1,0,1.421632508,9.477550053,1.066224381,88.03459306,0,1,1,180,0,1,0,6000,0,1465,100,2,1,0,42205,16008.34589,7695.290003
调查户2685,43,2,1,0,1,0,2.422333919,0,0,97.57766608,0,1,1,0,0,0,0,15000,8000,15625,240,3,1,1,24769.5,16008.34589,7695.290003
调查户2686,37,2,1,1,0,6.532389766,10.95264017,0,-0.217746326,82.73271639,1,1,0,0,2.8,0,1,1300,0,15405,240,3,5,1,22962.5,16008.34589,7695.290003
调查户2687,61,2,0,1,0,0,9.835259405,0,1.639209901,88.52553069,0,0,0,0,0,1,0,0,0,1376,70,4,5,0,6100.5,16008.34589,7695.290003
调查户2688,77,1,0,1,0,0,9.573958832,0,6.159246849,84.26679432,0,0,0,100,0,1,0,800,150,356,40,2,3,0,6267,16008.34589,7695.290003
调查户2689,61,1,0,1,0,0,10.61383336,0,25.77392535,63.61224129,0,0,0,250,0,1,0,100,0,460,96,2,4,0,5653,16008.34589,7695.290003
调查户2690,46,1,0,0,1,0,2.671059075,0,7.11392067,90.21502026,0,1,0,0,0,1,0,3500,0,1235,180,2,1,0,22463,16008.34589,7695.290003
调查户2691,53,3,1,0,1,0,6.564224974,0,0.71609727,92.71967776,0,1,0,150,0,1,0,1000,200,1075,291,2,1,1,11171.66667,16008.34589,7695.290003
调查户2692,44,4,1,0,0,28.10793447,68.35849663,0,-2.67694614,6.210515044,1,0,0,0,13,0,1,426,306,1050,240,2,5,0,9339,16008.34589,7695.290003
调查户2693,61,2,0,1,1,32.14695752,50.56257176,0,7.74282434,9.547646383,1,0,0,0,5,0,0,60,0,1729,120,2,1,0,10887.5,16008.34589,7695.290003
调查户2694,60,2,0,1,0,0,36.71154933,0,3.295075898,59.99337477,0,1,0,0,3,0,1,200,0,2254,254,3,5,1,25659.5,16008.34589,7695.290003
调查户2695,54,3,0,0,1,64.02123631,35.81675873,0,-0.780746784,0.942751742,1,1,0,0,5,0,1,1000,0,943,200,2,1,0,17077.66667,16008.34589,7695.290003
调查户2696,75,5,1,1,0,77.57744369,8.025252795,0,1.337542133,13.05976138,1,0,0,250,0,1,0,100,0,2272,140,2,3,0,7476.4,16008.34589,7695.290003
调查户2697,59,3,0,0,1,0,10.94781044,0,1.199760048,87.85242951,0,1,1,0,1,1,0,3000,0,990,260,2,2,0,11113.33333,16008.34589,7695.290003
调查户2698,42,2,1,0,1,0,4.375569736,0,0.911577028,94.71285324,0,1,0,100,0,1,0,1000,0,3135,166,2,2,0,13712.5,16008.34589,7695.290003
调查户2699,56,3,1,0,0,11.05509861,9.463164411,44.22039445,0,35.26134253,1,1,0,0,4,0,0,910,650,16508,260,2,5,1,15076,16008.34589,7695.290003
调查户2700,80,6,0,1,0,0,91.5917504,0,0.52882073,7.879428874,0,0,0,0,7,0,0,5000,0,1450,160,4,3,0,6303.333333,16008.34589,7695.290003
调查户2701,65,1,0,1,1,30.73707506,2.356509088,0,0.614741501,66.29167435,1,1,0,0,1,1,0,3000,0,661,70,1,1,0,48801,16008.34589,7695.290003
调查户2702,48,1,0,0,1,0,1.058948112,79.42110837,1.058948112,18.46099541,0,1,0,360,0,1,0,6000,1600,800,180,2,1,1,56660,16008.34589,7695.290003
调查户2703,64,4,1,1,1,0,16.84191766,0,0,83.15808234,0,1,0,0,6,0,0,1200,0,1480,160,2,1,0,14027.5,16008.34589,7695.290003
调查户2704,46,2,0,0,0,0,12.12471132,0,0.866050808,87.00923788,0,1,0,360,0,1,0,0,0,15550,294,3,5,1,17320,16008.34589,7695.290003
调查户2705,78,1,0,1,0,0,11.92842942,0,0,88.07157058,0,0,0,0,0,0,0,0,0,0,50,1,3,0,5030,16008.34589,7695.290003
调查户2706,63,1,0,1,1,0,8.633093525,0,3.45323741,87.91366906,0,0,0,150,0,1,0,0,0,3310,60,1,1,0,6950,16008.34589,7695.290003
调查户2707,45,2,0,0,1,0,3.715055261,0,0.80492864,95.4800161,0,1,0,150,0,1,0,5000,2500,2221,80,1,1,0,16150.5,16008.34589,7695.290003
调查户2708,52,3,0,0,1,0,98.74487476,0,-3.580956473,4.836081717,0,0,0,0,23,0,1,0,0,3111,60,1,1,0,18617,16008.34589,7695.290003
调查户2709,50,4,1,0,0,78.83948281,3.784295175,0,0.409965311,16.9662567,0,1,0,600,0,1,0,1200,0,580,240,2,5,0,15855,16008.34589,7695.290003
调查户2710,61,2,0,1,0,73.26678267,12.85832036,0,0,13.87489697,1,1,0,0,1.6,1,0,350,0,2270,330,2,5,0,10919,16008.34589,7695.290003
调查户2711,64,1,0,1,0,25.52322614,3.062787136,0,0,71.41398673,1,0,0,0,0,1,0,300,0,7620,420,3,5,0,19590,16008.34589,7695.290003
调查户2712,60,2,0,1,0,9.953418004,25.3095513,0,-3.185093761,67.92212446,1,0,0,0,9,0,1,700,0,15380,240,2,3,0,12558.5,16008.34589,7695.290003
调查户2713,48,5,1,0,1,54.71557023,9.57522479,0,0,35.70920498,1,0,0,0,3,0,0,1500,0,20129,128,3,1,0,10965.8,16008.34589,7695.290003
调查户2714,61,2,0,1,1,57.51754285,4.750949039,0,0,37.73150811,1,0,0,0,1,0,0,0,0,17120,300,2,1,0,21732.5,16008.34589,7695.290003
调查户2715,38,5,1,0,0,37.3540856,6.381322957,62.25680934,0,-5.992217899,1,0,0,0,1.5,0,0,0,0,1300,250,2,5,0,12850,16008.34589,7695.290003
调查户2716,40,4,1,0,0,80.47827087,7.840882962,0,0,11.68084617,1,0,0,0,1.2,0,0,200,0,300,260,2,5,1,10872.5,16008.34589,7695.290003
调查户2717,44,5,1,0,0,0,7.213430095,87.43551631,0,5.351053598,0,0,0,0,2,0,0,100,0,4410,220,2,5,0,11437,16008.34589,7695.290003
调查户2718,51,4,1,0,0,98.48982272,5.252790545,0,0.328299409,-4.070912672,1,0,0,300,0,1,0,1100,600,200,240,2,5,0,11422.5,16008.34589,7695.290003
调查户2719,44,4,1,0,0,94.65713084,5.048380311,0,0.21034918,0.084139672,1,1,0,150,0,1,0,100,0,400,200,2,5,0,11885,16008.34589,7695.290003
调查户2720,62,1,0,1,0,13.47708895,31.67115903,0,0,54.85175202,1,0,0,0,1,0,0,300,0,200,40,2,3,0,7420,16008.34589,7695.290003
调查户2721,58,3,1,0,1,27.91346825,2.512212142,0,0,69.57431961,1,1,0,500,0,0,0,2500,2000,500,300,2,1,0,23883.33333,16008.34589,7695.290003
调查户2722,68,3,0,1,1,0,3.467473175,80.90770742,0.001926374,15.62289303,0,1,0,550,0,1,0,1000,700,600,96,1,1,0,17303.66667,23806.09223,7746.843256
调查户2723,80,7,1,1,1,87.37660155,5.881117412,0,0,6.742281033,1,1,0,300,0,1,0,20000,10000,1135,300,2,1,1,10202.14286,23806.09223,7746.843256
调查户2724,60,2,0,1,1,10.22355507,15.16494002,0,0.238549618,74.37295529,1,1,0,0,10,0,0,10000,6000,15594,100,3,1,1,14672,23806.09223,7746.843256
调查户2725,81,5,0,1,0,77.11232696,5.508023354,0,0.018360078,17.36128961,0,1,1,450,0,1,0,0,0,796,90,2,3,0,10893.2,23806.09223,7746.843256
调查户2726,68,6,1,1,0,90.51384011,5.570082468,0,0.620445297,3.295632127,1,1,0,961,0,1,0,0,0,200,200,2,3,0,10771.83333,23806.09223,7746.843256
调查户2727,60,4,1,1,0,84.95083149,12.12480049,0,0.002574268,2.92179375,1,0,0,0,8,0,0,1000,800,735,70,2,3,0,9711.5,23806.09223,7746.843256
调查户2728,59,4,0,0,1,3.615198294,10.48407505,0,0.003615198,85.89711146,1,1,0,0,2.6,0,0,3000,1650,15400,384,2,1,0,6915.25,23806.09223,7746.843256
调查户2729,81,3,0,1,0,84.55229559,5.073137736,0,0.00281841,10.37174826,0,1,0,0,0,0,0,2000,1400,30,180,2,3,0,11827,23806.09223,7746.843256
调查户2730,65,2,0,1,0,0,3.152421751,0,0.001727354,96.84585089,0,1,0,0,3,0,0,2500,0,19976,200,2,3,0,28946,23806.09223,7746.843256
调查户2731,34,3,0,0,1,22.83800244,2.740560292,0,0.746041413,73.67539586,0,1,0,100,0,1,0,150,90,1050,225,2,1,0,21893.33333,23806.09223,7746.843256
调查户2732,41,4,1,0,0,92.76724698,6.926621108,0,0.309224157,-0.003092242,0,1,0,0,4,0,0,200,0,358,300,2,5,0,16169.5,23806.09223,7746.843256
调查户2733,49,3,1,0,0,70.29876977,6.654950205,0,0.110134739,22.93614528,1,1,0,0,2,0,0,1000,600,348,330,2,5,0,14225,23806.09223,7746.843256
调查户2734,35,4,1,0,0,98.81283438,3.387868607,0,0,-2.200702983,0,1,0,250,0,0,0,1000,600,1001,230,2,5,0,17710.25,23806.09223,7746.843256
调查户2735,45,4,0,0,0,101.0373164,2.694328439,0,0,-3.731644888,0,1,0,25,0,0,0,350,210,336,200,2,5,0,22269,23806.09223,7746.843256
调查户2736,61,3,0,0,1,92.47760721,2.377995614,0,0.001321109,5.143076069,0,1,1,180,0,0,0,1800,1080,463,200,2,1,0,25231.33333,23806.09223,7746.843256
调查户2737,68,5,0,1,0,98.12218665,3.679581999,0,0,-1.801768652,0,1,0,500,0,0,0,500,0,761,200,2,5,0,16306.2,23806.09223,7746.843256
调查户2738,37,4,1,0,1,82.21242778,2.740414259,0,0,15.04715796,0,1,0,400,0,1,0,300,0,17738,300,2,1,1,21894.5,23806.09223,7746.843256
调查户2739,29,1,0,0,1,65.96306069,7.915567282,0,0,26.12137203,1,0,1,150,0,0,0,1200,1000,0,100,2,1,0,7580,23806.09223,7746.843256
调查户2740,64,2,0,1,0,0,6.079027356,0,0.253292806,93.66767984,0,1,0,300,0,1,0,200,0,1200,150,2,5,0,9870,23806.09223,7746.843256
调查户2741,49,4,0,0,0,100.3929668,2.294696383,0,0,-2.687663139,1,1,0,360,0,0,0,300,0,449,200,2,5,0,26147.25,23806.09223,7746.843256
调查户2742,50,3,0,0,0,76.94186615,1.831949194,0,0,21.22618466,1,1,1,200,0,0,0,1500,500,21356,200,2,5,0,32752,23806.09223,7746.843256
调查户2743,61,3,0,1,0,85.65310493,7.9535026,0,0,6.393392475,0,1,0,0,1,0,0,2000,800,500,120,2,5,0,10896.66667,23806.09223,7746.843256
调查户2744,62,7,1,1,0,98.28699803,6.725638865,0,0,-5.0126369,0,1,0,0,1.5,0,0,2800,0,700,210,2,5,0,10174.28571,23806.09223,7746.843256
调查户2745,61,5,0,1,1,49.42559444,29.65535667,0,0,20.91904889,0,1,0,0,2.5,0,0,3500,0,6850,300,2,1,0,7486,23806.09223,7746.843256
调查户2746,40,4,1,0,1,86.38189435,10.36582732,0,0,3.252278322,1,0,0,300,0,0,0,1000,0,1113,240,2,1,0,5788.25,23806.09223,7746.843256
调查户2747,68,6,1,1,0,76.99934603,15.18891209,0,0,7.811741873,1,1,0,0,8,0,0,11000,4000,1623,420,2,3,0,7900.5,23806.09223,7746.843256
调查户2748,81,2,0,1,0,86.56937917,5.19416275,0,0,8.236458076,0,1,0,0,1,0,0,700,400,1750,120,2,3,0,20215,23806.09223,7746.843256
调查户2749,59,6,1,0,0,89.37691522,12.51276813,0,0,-1.88968335,0,1,0,0,2,0,0,1500,0,500,325,2,5,0,6526.666667,23806.09223,7746.843256
调查户2750,47,3,1,0,0,94.62976106,7.759640407,0,0,-2.389401467,1,0,0,0,1.2,0,0,300,0,460,100,2,5,0,14090,23806.09223,7746.843256
调查户2751,31,5,0,0,1,96.45526887,7.234145165,0,0,-3.689414034,0,1,0,750,0,0,0,500,300,520,160,2,1,0,8294,23806.09223,7746.843256
调查户2752,61,5,0,1,0,93.61316624,10.40314057,0,0,-4.01630681,0,1,0,0,1.2,0,0,500,300,460,170,2,4,0,6623,23806.09223,7746.843256
