id,p11,p13,p16,p18,p20,p22,p23,p24,p27,p28,p33,p35,p39,p43,p46,p50,p52,p56,p58,p60,p65,p68,p73,p77,income,p82,p85
调查户3588,47,4,0,0,0,110.1058852,2.202117703,0,0,-12.30800286,0,1,0,800,0,1,0,800,0,146,150,2,5,0,27246.5,24200.08453,7725.89457
调查户3589,55,2,0,0,1,70.83825266,5.667060213,0,3.079102715,20.41558442,0,1,1,400,0,1,0,500,0,203,80,2,1,0,10587.5,24200.08453,7725.89457
调查户3590,67,2,0,1,1,0,3.134202414,0,0,96.86579759,0,1,0,0,2.8,0,0,1600,0,289,140,2,1,0,29034.5,24200.08453,7725.89457
调查户3591,59,1,0,0,1,0,15.39645881,0,0,84.60354119,0,0,0,0,0,0,0,0,0,3297,280,3,1,0,3897,24200.08453,7725.89457
调查户3592,85,1,0,1,0,0,7.717041801,0,0,92.2829582,0,0,1,0,0,0,0,0,0,3135,30,2,3,0,7775,24200.08453,7725.89457
调查户3593,73,1,0,1,0,72.76961141,13.53514772,0,0,13.69524087,1,0,0,0,0.9,0,0,300,0,71,160,2,3,0,6871,24200.08453,7725.89457
调查户3594,61,1,0,1,0,0,15.04513541,0,0,84.95486459,0,0,1,100,0,1,0,200,0,48,90,2,5,0,3988,24200.08453,7725.89457
调查户3595,65,1,0,1,0,0,30.1617768,0,0,69.8382232,0,0,1,180,0,1,0,0,0,67,80,3,3,0,3647,24200.08453,7725.89457
调查户3596,54,3,0,0,1,0,15.2284264,0,0,84.7715736,0,1,0,600,0,1,0,2000,0,160,170,2,1,1,3940,24200.08453,7725.89457
调查户3597,85,2,0,1,0,0,1.854570744,0,0,98.14542926,0,1,1,100,0,1,0,600,0,2485,480,3,3,0,32352.5,24200.08453,7725.89457
调查户3598,57,3,1,0,1,0,8.760829359,0,0,91.23917064,0,1,1,500,0,1,0,2000,300,8786,300,2,1,1,6848.666667,24200.08453,7725.89457
调查户3599,66,4,1,1,1,0,25.69573705,0,0,74.30426295,0,1,0,300,0.5,1,0,20000,1500,527,360,2,2,1,5506.75,24200.08453,7725.89457
调查户3600,42,5,1,0,1,77.27160971,10.53703769,0,0,12.1913526,0,1,0,600,0,0,0,1000,0,4321,160,2,1,1,5694.2,24200.08453,7725.89457
调查户3601,66,3,1,1,0,0,4.626060139,0,0,95.37393986,0,1,0,250,0,1,0,4000,400,16200,280,2,5,1,12970,24200.08453,7725.89457
调查户3602,64,4,1,1,1,73.46311818,8.014158346,0,0,18.52272348,0,1,1,750,0,1,0,1200,0,2317,230,2,2,1,7486.75,24200.08453,7725.89457
调查户3603,55,2,0,0,1,0,4.098220689,0,0,95.90177931,0,1,1,540,0,1,0,0,0,111,250,3,1,0,14640.5,24200.08453,7725.89457
调查户3604,37,4,1,0,1,95.31798078,4.575263078,0,0,0.106756138,1,0,1,500,0,1,0,3000,600,736,300,2,1,0,13114,24200.08453,7725.89457
调查户3605,31,4,1,0,1,97.34181954,10.48296518,0,0,-7.824784725,1,0,0,0,0.75,0,0,2000,0,470,210,2,1,1,6677.5,24200.08453,7725.89457
调查户3606,41,1,0,1,1,0,2.229654404,0,0,97.7703456,0,1,0,150,0,0,0,300,0,290,50,1,1,0,26910,24200.08453,7725.89457
调查户3607,40,5,1,1,0,76.04794062,9.125752875,0,0,14.8263065,1,0,0,600,0,0,0,2500,0,5094,240,2,5,1,6574.8,24200.08453,7725.89457
调查户3608,39,3,1,0,1,12.21985972,4.399149498,0,0,83.38099079,1,1,0,500,0,0,0,3000,0,15077,240,2,1,0,13639,24200.08453,7725.89457
调查户3609,65,1,0,1,0,0,13.31181578,0,0,86.68818422,0,1,0,0,1.5,0,0,9125,0,90,157.5,2,5,1,10366.73,24200.08453,7725.89457
调查户3610,45,3,1,0,0,0,8.927459204,91.35074534,1.121122784,-1.399327326,0,0,0,0,1.6,0,0,0,0,133,204,2,5,0,8027.666667,24200.08453,7725.89457
调查户3611,44,3,1,0,0,0,5.544554455,0,0.514851485,93.94059406,0,1,1,500,0,1,0,0,0,8130,258,2,3,1,16833.33333,24200.08453,7725.89457
调查户3612,63,4,0,1,1,0,6.801178871,85.01473589,0,8.184085241,0,0,0,1000,0,1,0,700,0,1528,280,2,1,0,8822,24200.08453,7725.89457
调查户3613,52,2,0,0,1,95.49274255,5.729564553,0,0,-1.222307105,1,0,0,500,0,0,0,6000,0,124,200,2,1,0,10472,24200.08453,7725.89457
调查户3614,48,4,0,0,0,148.3943729,14.2458598,0,0,-62.64023268,0,1,0,480,0,0,0,2000,0,207,264,2,5,1,4211.75,24200.08453,7725.89457
调查户3615,65,2,0,1,1,56.38885756,21.42776587,0,0,22.18337656,1,0,0,0,1.5,0,0,300,0,227,80,1,1,0,4433.5,24200.08453,7725.89457
调查户3616,43,3,0,0,0,0,100.2501525,0,0,-0.250152532,0,0,0,0,3.8,0,0,0,0,165,800,2,5,0,27316.66667,24200.08453,7725.89457
调查户3617,52,5,1,0,0,81.45975888,23.00423591,0,0,-4.463994787,1,1,0,0,2.2,0,0,0,0,165,110,2,5,0,3069,24200.08453,7725.89457
调查户3618,59,1,0,0,1,9.099181074,6.551410373,0,-0.545950864,84.89535942,1,1,0,0,2,0,1,1000,0,140,240,2,1,0,21980,24200.08453,7725.89457
调查户3619,49,4,1,0,1,93.38521401,18.6770428,0,0,-12.06225681,0,1,0,600,0,0,0,1500,0,510,240,3,1,1,3212.5,24200.08453,7725.89457
调查户3620,39,6,0,1,1,86.76789588,9.038322487,0,0,4.193781634,1,0,0,0,2,0,0,1000,0,900,240,2,1,1,6915,24200.08453,7725.89457
调查户3621,65,4,1,1,0,75.57436518,11.88029021,0,0,12.54534462,0,1,0,0,2,0,0,3000,1000,3650,200,2,5,0,8270,24200.08453,7725.89457
调查户3622,66,3,1,1,0,0,7.607776839,0,0,92.39222316,0,1,1,600,0,0,0,0,0,3990,120,1,4,0,7886.666667,24200.08453,7725.89457
调查户3623,50,2,0,0,1,86.29865086,3.451946035,0,0,10.2494031,0,1,0,300,0,1,0,2000,0,213,200,2,1,0,17381.5,24200.08453,7725.89457
调查户3624,58,6,1,0,0,92.44707405,8.320236665,0,0,-0.767310715,1,0,0,600,0,1,0,1000,0,418,330,2,5,1,7211.333333,24200.08453,7725.89457
调查户3625,39,4,0,0,1,111.2532681,6.675196084,0,0,-17.92846415,0,1,0,500,0,1,0,20000,1000,294,300,2,1,1,8988.5,24200.08453,7725.89457
调查户3626,43,2,0,0,1,94.00705053,4.700352526,0,2.350176263,-1.057579318,0,1,0,500,0,1,0,20000,0,2000,288,2,1,1,12765,24200.08453,7725.89457
调查户3627,58,2,0,0,0,90.7221483,4.566348131,0,0,4.711503568,1,0,0,0,1.4,0,0,1000,0,1438,80,2,3,0,16534,24200.08453,7725.89457
调查户3628,42,5,0,1,1,64.5369474,9.68054211,0,1.936108422,23.84640207,1,0,1,400,0,1,0,20000,4000,3720,300,2,1,0,6198,24200.08453,7725.89457
调查户3629,48,5,0,0,1,41.40443856,8.363696588,0,0,50.23186486,1,0,0,0,2,0,0,10000,5000,4614,190,2,1,1,9660.8,24200.08453,7725.89457
调查户3630,62,6,1,1,1,91.63047263,6.597394029,0,0,1.772133341,1,0,0,750,0,0,0,600,0,767,300,2,2,0,9094.5,24200.08453,7725.89457
调查户3631,55,5,0,0,0,36.49102321,14.59640928,0,3.649102321,45.26346519,1,0,0,760,0,1,0,2000,0,343,220,2,5,0,4110.6,24200.08453,7725.89457
